ICD10_CHAPTER_NUMBER_2019_INTL_CORE_VER,ICD10_CHAPTER_2019_INTL_CORE_VER,ICD10_CODE_2019_INTL_CORE_VER,ICD10_TERM_2019_INTL_CORE_VER,MAPPED_MEDDRA_LLT,MAPPED_MEDDRA_LLT_CODE,MAP_ATTRIBUTE,MEDDRA_PT,MEDDRA_PT_CODE,MEDDRA_VER
XIX,"Injury, poisoning and certain other consequences of external causes",T11.4,"Injury of unspecified blood vessel of upper limb, level unspecified",Vascular injury,10047080,Loss of Information,Vascular injury,10047080,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T11.5,"Injury of unspecified muscle and tendon of upper limb, level unspecified",Muscle injury,10028314,Loss of Information,Muscle injury,10028314,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T11.6,"Traumatic amputation of upper limb, level unspecified",Arm traumatic amputation,10003099,Equivalent,Limb traumatic amputation,10061404,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T11.8,"Other specified injuries of upper limb, level unspecified",Limb injury,10061225,Loss of Information,Limb injury,10061225,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T11.9,"Unspecified injury of upper limb, level unspecified",Limb injury,10061225,Loss of Information,Limb injury,10061225,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T12,"Fracture of lower limb, level unspecified",Lower limb fracture,10061599,Equivalent,Lower limb fracture,10061599,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T13,"Other injuries of lower limb, level unspecified",Leg injury,10054965,Equivalent,Limb injury,10061225,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T13.0,"Superficial injury of lower limb, level unspecified",Skin injury,10061364,Loss of Information,Skin injury,10061364,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T13.1,"Open wound of lower limb, level unspecified",Lower limb wound,10072976,Loss of Information,Limb injury,10061225,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T13.2,"Dislocation, sprain and strain of unspecified joint and ligament of lower limb, level unspecified",Joint dislocation,10023204,Loss of Information,Joint dislocation,10023204,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T13.3,"Injury of unspecified nerve of lower limb, level unspecified",Peripheral nerve injury,10034586,Loss of Information,Peripheral nerve injury,10034586,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T13.4,"Injury of unspecified blood vessel of lower limb, level unspecified",Vascular injury,10047080,Loss of Information,Vascular injury,10047080,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T13.5,"Injury of unspecified muscle and tendon of lower limb, level unspecified",Muscle injury,10028314,Loss of Information,Muscle injury,10028314,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T13.6,"Traumatic amputation of lower limb, level unspecified",Leg traumatic amputation,10024133,Equivalent,Limb traumatic amputation,10061404,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T13.8,"Other specified injuries of lower limb, level unspecified",Leg injury,10054965,Equivalent,Limb injury,10061225,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T13.9,"Unspecified injury of lower limb, level unspecified",Leg injury,10054965,Equivalent,Limb injury,10061225,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T14,Injury of unspecified body region,Injury,10022116,Equivalent,Injury,10022116,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T14.0,Superficial injury of unspecified body region,Skin injury,10061364,Equivalent,Skin injury,10061364,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T14.1,Open wound of unspecified body region,Open wound,10058834,Equivalent,Wound,10052428,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T14.2,Fracture of unspecified body region,Fracture,10017076,Equivalent,Fracture,10017076,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T14.3,"Dislocation, sprain and strain of unspecified body region",Dislocation,10013160,Loss of Information,Joint dislocation,10023204,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T14.4,Injury of nerve(s) of unspecified body region,Peripheral nerve injury,10034586,Equivalent,Peripheral nerve injury,10034586,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T14.5,Injury of blood vessel(s) of unspecified body region,Vascular injury,10047080,Equivalent,Vascular injury,10047080,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T14.6,Injury of muscles and tendons of unspecified body region,Muscle injury,10028314,Loss of Information,Muscle injury,10028314,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T14.7,Crushing injury and traumatic amputation of unspecified body region,Traumatic amputation,10061385,Loss of Information,Traumatic amputation,10061385,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T14.8,Other injuries of unspecified body region,Injury,10022116,Equivalent,Injury,10022116,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T14.9,"Injury, unspecified",Injury,10022116,Equivalent,Injury,10022116,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T15,Foreign body on external eye,Foreign body on external eye,10017047,Equivalent,Foreign body in eye,10017012,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T15.0,Foreign body in cornea,Corneal foreign body,10011015,Equivalent,Foreign body in eye,10017012,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T15.1,Foreign body in conjunctival sac,Foreign body in conjunctival sac,10017008,Equivalent,Foreign body in eye,10017012,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T15.8,Foreign body in other and multiple parts of external eye,Foreign body on external eye,10017047,Equivalent,Foreign body in eye,10017012,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T15.9,"Foreign body on external eye, part unspecified",Foreign body on external eye,10017047,Equivalent,Foreign body in eye,10017012,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T16,Foreign body in ear,Foreign body in ear,10017010,Equivalent,Foreign body in ear,10017010,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T17,Foreign body in respiratory tract,Foreign body in respiratory tract,10079847,Equivalent,Foreign body in respiratory tract,10079847,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T17.0,Foreign body in nasal sinus,Foreign body in nose,10017024,Loss of Information,Foreign body in respiratory tract,10079847,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T17.1,Foreign body in nostril,Foreign body in nose,10017024,Equivalent,Foreign body in respiratory tract,10079847,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T17.2,Foreign body in pharynx,Foreign body in pharynx,10017030,Equivalent,Foreign body in throat,10083433,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T17.3,Foreign body in larynx,Foreign body in larynx,10017018,Equivalent,Foreign body in respiratory tract,10079847,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T17.4,Foreign body in trachea,Foreign body in trachea,10017038,Equivalent,Foreign body in respiratory tract,10079847,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T17.5,Foreign body in bronchus,Foreign body in main bronchus,10017020,Equivalent,Foreign body in respiratory tract,10079847,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T17.8,Foreign body in other and multiple parts of respiratory tract,Foreign body in respiratory tract,10079847,Equivalent,Foreign body in respiratory tract,10079847,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T17.9,"Foreign body in respiratory tract, part unspecified",Foreign body in respiratory tract,10079847,Equivalent,Foreign body in respiratory tract,10079847,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T18,Foreign body in alimentary tract,Foreign body in gastrointestinal tract,10079846,Equivalent,Foreign body in gastrointestinal tract,10079846,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T18.0,Foreign body in mouth,Foreign body in mouth,10017021,Equivalent,Foreign body in mouth,10017021,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T18.1,Foreign body in oesophagus,Foreign body in oesophagus,10017026,Equivalent,Foreign body in gastrointestinal tract,10079846,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T18.2,Foreign body in stomach,Foreign body in stomach,10017036,Equivalent,Foreign body in gastrointestinal tract,10079846,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T18.3,Foreign body in small intestine,Foreign body in gastrointestinal tract,10079846,Loss of Information,Foreign body in gastrointestinal tract,10079846,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T18.4,Foreign body in colon,Foreign body in gastrointestinal tract,10079846,Loss of Information,Foreign body in gastrointestinal tract,10079846,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T18.5,Foreign body in anus and rectum,Foreign body in rectum,10017034,Loss of Information,Foreign body in gastrointestinal tract,10079846,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T18.8,Foreign body in other and multiple parts of alimentary tract,Foreign body in gastrointestinal tract,10079846,Equivalent,Foreign body in gastrointestinal tract,10079846,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T18.9,"Foreign body in alimentary tract, part unspecified",Foreign body in gastrointestinal tract,10079846,Equivalent,Foreign body in gastrointestinal tract,10079846,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T19,Foreign body in genitourinary tract,Foreign body in genitourinary tract,10017013,Equivalent,Foreign body in urogenital tract,10079848,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T19.0,Foreign body in urethra,Foreign body in urogenital tract,10079848,Loss of Information,Foreign body in urogenital tract,10079848,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T19.1,Foreign body in bladder,Foreign body in urogenital tract,10079848,Loss of Information,Foreign body in urogenital tract,10079848,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T19.2,Foreign body in vulva and vagina,Foreign body in reproductive tract,10079849,Loss of Information,Foreign body in reproductive tract,10079849,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T19.3,Foreign body in uterus [any part],"Foreign body in uterus, any part",10017043,Equivalent,Foreign body in reproductive tract,10079849,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T19.8,Foreign body in other and multiple parts of genitourinary tract,Foreign body in genitourinary tract,10017013,Equivalent,Foreign body in urogenital tract,10079848,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T19.9,"Foreign body in genitourinary tract, part unspecified",Foreign body in genitourinary tract,10017013,Equivalent,Foreign body in urogenital tract,10079848,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T20,Burn and corrosion of head and neck,Burn,10006634,Loss of Information,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T20.0,Burn of unspecified degree of head and neck,Burn unspecified degree,10082156,Loss of Information,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T20.1,Burn of first degree of head and neck,Burns first degree,10006797,Loss of Information,Burns first degree,10006797,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T20.2,Burn of second degree of head and neck,Burns second degree,10006802,Loss of Information,Burns second degree,10006802,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T20.3,Burn of third degree of head and neck,Burns third degree,10006803,Loss of Information,Burns third degree,10006803,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T20.4,Corrosion of unspecified degree of head and neck,Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T20.5,Corrosion of first degree of head and neck,First degree chemical burn of skin,10078944,Loss of Information,First degree chemical burn of skin,10078944,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T20.6,Corrosion of second degree of head and neck,Second degree chemical burn of skin,10078945,Loss of Information,Second degree chemical burn of skin,10078945,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T20.7,Corrosion of third degree of head and neck,Third degree chemical burn of skin,10078946,Loss of Information,Third degree chemical burn of skin,10078946,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T21,Burn and corrosion of trunk,Burn,10006634,Loss of Information,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T21.0,Burn of unspecified degree of trunk,"Burn of trunk, unspecified degree",10006721,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T21.1,Burn of first degree of trunk,Burns first degree,10006797,Loss of Information,Burns first degree,10006797,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T21.2,Burn of second degree of trunk,Burns second degree,10006802,Loss of Information,Burns second degree,10006802,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T21.3,Burn of third degree of trunk,Burns third degree,10006803,Loss of Information,Burns third degree,10006803,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T21.4,Corrosion of unspecified degree of trunk,Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T21.5,Corrosion of first degree of trunk,First degree chemical burn of skin,10078944,Loss of Information,First degree chemical burn of skin,10078944,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T21.6,Corrosion of second degree of trunk,Second degree chemical burn of skin,10078945,Loss of Information,Second degree chemical burn of skin,10078945,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T21.7,Corrosion of third degree of trunk,Third degree chemical burn of skin,10078946,Loss of Information,Third degree chemical burn of skin,10078946,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T22,"Burn and corrosion of shoulder and upper limb, except wrist and hand","Burn of upper limb, except wrist and hand",10006765,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T22.0,"Burn of unspecified degree of shoulder and upper limb, except wrist and hand","Burn of upper limb, except wrist and hand, unspecified degree",10006766,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T22.1,"Burn of first degree of shoulder and upper limb, except wrist and hand",Burns first degree,10006797,Loss of Information,Burns first degree,10006797,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T22.2,"Burn of second degree of shoulder and upper limb, except wrist and hand",Burns second degree,10006802,Loss of Information,Burns second degree,10006802,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T22.3,"Burn of third degree of shoulder and upper limb, except wrist and hand",Burns third degree,10006803,Loss of Information,Burns third degree,10006803,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T22.4,"Corrosion of unspecified degree of shoulder and upper limb, except wrist and hand",Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T22.5,"Corrosion of first degree of shoulder and upper limb, except wrist and hand",First degree chemical burn of skin,10078944,Loss of Information,First degree chemical burn of skin,10078944,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T22.6,"Corrosion of second degree of shoulder and upper limb, except wrist and hand",Second degree chemical burn of skin,10078945,Loss of Information,Second degree chemical burn of skin,10078945,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T22.7,"Corrosion of third degree of shoulder and upper limb, except wrist and hand",Third degree chemical burn of skin,10078946,Loss of Information,Third degree chemical burn of skin,10078946,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T23,Burn and corrosion of wrist and hand,Burn,10006634,Loss of Information,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T23.0,Burn of unspecified degree of wrist and hand,Burn unspecified degree,10082156,Loss of Information,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T23.1,Burn of first degree of wrist and hand,Burns first degree,10006797,Loss of Information,Burns first degree,10006797,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T23.2,Burn of second degree of wrist and hand,Burns second degree,10006802,Loss of Information,Burns second degree,10006802,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T23.3,Burn of third degree of wrist and hand,Burns third degree,10006803,Loss of Information,Burns third degree,10006803,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T23.4,Corrosion of unspecified degree of wrist and hand,Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T23.5,Corrosion of first degree of wrist and hand,First degree chemical burn of skin,10078944,Loss of Information,First degree chemical burn of skin,10078944,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T23.6,Corrosion of second degree of wrist and hand,Second degree chemical burn of skin,10078945,Loss of Information,Second degree chemical burn of skin,10078945,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T23.7,Corrosion of third degree of wrist and hand,Third degree chemical burn of skin,10078946,Loss of Information,Third degree chemical burn of skin,10078946,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T24,"Burn and corrosion of hip and lower limb, except ankle and foot",Burn of lower limb(s),10006715,Loss of Information,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T24.0,"Burn of unspecified degree of hip and lower limb, except ankle and foot","Burn of lower limb(s), unspecified degree",10006716,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T24.1,"Burn of first degree of hip and lower limb, except ankle and foot",Burns first degree,10006797,Loss of Information,Burns first degree,10006797,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T24.2,"Burn of second degree of hip and lower limb, except ankle and foot",Burns second degree,10006802,Loss of Information,Burns second degree,10006802,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T24.3,"Burn of third degree of hip and lower limb, except ankle and foot",Burns third degree,10006803,Loss of Information,Burns third degree,10006803,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T24.4,"Corrosion of unspecified degree of hip and lower limb, except ankle and foot",Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T24.5,"Corrosion of first degree of hip and lower limb, except ankle and foot",First degree chemical burn of skin,10078944,Loss of Information,First degree chemical burn of skin,10078944,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T24.6,"Corrosion of second degree of hip and lower limb, except ankle and foot",Second degree chemical burn of skin,10078945,Loss of Information,Second degree chemical burn of skin,10078945,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T24.7,"Corrosion of third degree of hip and lower limb, except ankle and foot",Third degree chemical burn of skin,10078946,Loss of Information,Third degree chemical burn of skin,10078946,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T25,Burn and corrosion of ankle and foot,Burn of lower limb(s),10006715,Loss of Information,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T25.0,Burn of unspecified degree of ankle and foot,"Burn of lower limb(s), unspecified degree",10006716,Loss of Information,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T25.1,Burn of first degree of ankle and foot,Burns first degree,10006797,Loss of Information,Burns first degree,10006797,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T25.2,Burn of second degree of ankle and foot,Burns second degree,10006802,Loss of Information,Burns second degree,10006802,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T25.3,Burn of third degree of ankle and foot,Burns third degree,10006803,Loss of Information,Burns third degree,10006803,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T25.4,Corrosion of unspecified degree of ankle and foot,Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T25.5,Corrosion of first degree of ankle and foot,First degree chemical burn of skin,10078944,Loss of Information,First degree chemical burn of skin,10078944,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T25.6,Corrosion of second degree of ankle and foot,Second degree chemical burn of skin,10078945,Loss of Information,Second degree chemical burn of skin,10078945,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T25.7,Corrosion of third degree of ankle and foot,Third degree chemical burn of skin,10078946,Loss of Information,Third degree chemical burn of skin,10078946,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T26,Burn and corrosion confined to eye and adnexa,Burn confined to eye and adnexa,10006701,Loss of Information,Thermal burns of eye,10049267,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T26.0,Burn of eyelid and periocular area,Thermal burns of eye,10049267,Loss of Information,Thermal burns of eye,10049267,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T26.1,Burn of cornea and conjunctival sac,Thermal burns of eye,10049267,Loss of Information,Thermal burns of eye,10049267,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T26.2,Burn with resulting rupture and destruction of eyeball,Thermal burns of eye,10049267,Loss of Information,Thermal burns of eye,10049267,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T26.3,Burn of other parts of eye and adnexa,Burn confined to eye and adnexa,10006701,Equivalent,Thermal burns of eye,10049267,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T26.4,"Burn of eye and adnexa, part unspecified",Burn confined to eye and adnexa,10006701,Equivalent,Thermal burns of eye,10049267,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T26.5,Corrosion of eyelid and periocular area,Chemical burns of eye,10008422,Loss of Information,Chemical burns of eye,10008422,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T26.6,Corrosion of cornea and conjunctival sac,Chemical burns of eye,10008422,Loss of Information,Chemical burns of eye,10008422,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T26.7,Corrosion with resulting rupture and destruction of eyeball,Chemical burns of eye,10008422,Loss of Information,Chemical burns of eye,10008422,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T26.8,Corrosion of other parts of eye and adnexa,Chemical burns of eye,10008422,Equivalent,Chemical burns of eye,10008422,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T26.9,"Corrosion of eye and adnexa, part unspecified",Chemical burns of eye,10008422,Equivalent,Chemical burns of eye,10008422,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T27,Burn and corrosion of respiratory tract,Airway burns,10067204,Equivalent,Airway burns,10067204,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T27.0,Burn of larynx and trachea,Airway burns,10067204,Loss of Information,Airway burns,10067204,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T27.1,Burn involving larynx and trachea with lung,Airway burns,10067204,Loss of Information,Airway burns,10067204,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T27.2,Burn of other parts of respiratory tract,Airway burns,10067204,Equivalent,Airway burns,10067204,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T27.3,"Burn of respiratory tract, part unspecified",Airway burns,10067204,Equivalent,Airway burns,10067204,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T27.4,Corrosion of larynx and trachea,Chemical burn of respiratory tract,10070775,Loss of Information,Chemical burn of respiratory tract,10070775,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T27.5,Corrosion involving larynx and trachea with lung,Chemical burn of respiratory tract,10070775,Loss of Information,Chemical burn of respiratory tract,10070775,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T27.6,Corrosion of other parts of respiratory tract,Chemical burn of respiratory tract,10070775,Equivalent,Chemical burn of respiratory tract,10070775,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T27.7,"Corrosion of respiratory tract, part unspecified",Chemical burn of respiratory tract,10070775,Equivalent,Chemical burn of respiratory tract,10070775,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T28,Burn and corrosion of other internal organs,Burn of internal organs,10006712,Equivalent,Burn of internal organs,10006712,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T28.0,Burn of mouth and pharynx,Burn of gastrointestinal tract,10006711,Loss of Information,Burn of internal organs,10006712,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T28.1,Burn of oesophagus,Burn oesophageal,10006707,Equivalent,Burn oesophageal,10006707,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T28.2,Burn of other parts of alimentary tract,Burn of gastrointestinal tract,10006711,Equivalent,Burn of internal organs,10006712,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T28.3,Burn of internal genitourinary organs,Burn of internal genitourinary organs,10087140,Equivalent,Burn of internal organs,10006712,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T28.4,Burn of other and unspecified internal organs,Burn of internal organs,10006712,Equivalent,Burn of internal organs,10006712,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T28.5,Corrosion of mouth and pharynx,Corrosive oropharyngeal injury,10070816,Equivalent,Chemical burn of oral cavity,10070782,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T28.6,Corrosion of oesophagus,Corrosive injury of oesophagus,10081346,Equivalent,Oesophagitis chemical,10030218,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T28.7,Corrosion of other parts of alimentary tract,Chemical burn of gastrointestinal tract,10070776,Equivalent,Chemical burn of gastrointestinal tract,10070776,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T28.8,Corrosion of internal genitourinary organs,Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T28.9,Corrosion of other and unspecified internal organs,Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T29,Burns and corrosions of multiple body regions,Burns multiple,10006798,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T29.0,"Burns of multiple regions, unspecified degree",Burns multiple,10006798,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T29.1,"Burns of multiple regions, no more than first-degree burns mentioned",First degree burns,10016700,Equivalent,Burns first degree,10006797,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T29.2,"Burns of multiple regions, no more than second-degree burns mentioned",Second degree burns,10039798,Equivalent,Burns second degree,10006802,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T29.3,"Burns of multiple regions, at least one burn of third degree mentioned",Third degree burns,10043441,Loss of Information,Burns third degree,10006803,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T29.4,"Corrosions of multiple regions, unspecified degree",Corrosive injury,10011127,Loss of Information,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T29.5,"Corrosions of multiple regions, no more than first-degree corrosions mentioned",First degree chemical burn of skin,10078944,Loss of Information,First degree chemical burn of skin,10078944,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T29.6,"Corrosions of multiple regions, no more than second-degree corrosions mentioned",Second degree chemical burn of skin,10078945,Loss of Information,Second degree chemical burn of skin,10078945,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T29.7,"Corrosions of multiple regions, at least one corrosion of third degree mentioned",Third degree chemical burn of skin,10078946,Loss of Information,Third degree chemical burn of skin,10078946,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T30,"Burn and corrosion, body region unspecified","Burn, unspecified site",10006772,Loss of Information,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T30.0,"Burn of unspecified body region, unspecified degree","Burn of unspecified site, unspecified degree",10006764,Equivalent,Thermal burn,10053615,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T30.1,"Burn of first degree, body region unspecified",Burns first degree,10006797,Equivalent,Burns first degree,10006797,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T30.2,"Burn of second degree, body region unspecified",Burns second degree,10006802,Equivalent,Burns second degree,10006802,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T30.3,"Burn of third degree, body region unspecified",Burns third degree,10006803,Equivalent,Burns third degree,10006803,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T30.4,"Corrosion of unspecified body region, unspecified degree",Corrosive injury,10011127,Equivalent,Chemical burn,10008420,v28.0
XIX,"Injury, poisoning and certain other consequences of external causes",T30.5,"Corrosion of first degree, body region unspecified",First degree chemical burn of skin,10078944,Equivalent,First degree chemical burn of skin,10078944,v28.0
