PROJECT_CODE,PROJECT_CATEGORY,PROJECT_ORGANIZATION,PROJECT_NAME,PROJECT_DESCRIPTION,PROJECT_STATUS,PROJECT_PHASE,PROJECT_PRIORITY,PROJECT_INNOVATION_STATUS,PROJECT_RESEARCH_DEVELOPMENT_LINK,PROJECT_SANOFI_THERAPEUTIC_AREA,ASSET_INN,ASSET_BRAND_NAME,ASSET_MECHANISM_OF_ACTION,ASSET_MOA_SHORT_NAME,ASSET_ACTIVE_SUBSTANCE_TYPE,ASSET_ACTIVE_SUBSTANCE_SUBTYPE,ASSET_ORIGIN_OF_ACTIVE_SUBSTANCE,ASSET_PHARMACOLOGICAL_EFFECT,INDICATION_UNIQUE_CODE,INDICATION_LEAD_FLAG,INDICATION_LONGNAME,INDICATION_SHORTNAME,INDICATION_PHASE,INDICATION_CODE_MEDDRA,INDICATION_NAME_MEDDRA,INDICATION_STATUS,INDICATION_SANOFI_THERAPEUTIC_AREA,INDICATION_SANOFI_SUB_THERAPEUTIC_AREA_FRANCHISE,INDICATION_PTRS
LC81316,Research,PHARMA,TNFR2 x IL2R Nanobody VHH (LC81316),LC81316 - TNFR2 x IL2R Nanobody VHH,Ongoing,M0-M1,Regular Priority,FiC,,,,,TNFR2 x IL2R Nanobody VHH,TNFR2xIL2R,Biologics,NBDY,Internal,Agonism,LC81316_IND001,TRUE,Inflammatory Bowel Disease,IBD,,10021972,Inflammatory bowel disease,Ongoing,Immuno-inflammation,Gastroenterology,
SP0335,Development,VACCINE,Flu H5 egg Pandemic (+Adjuvants),Influenza H5 egg inactivated vaccine (+Adjuvants) – Pandemic,Ongoing,Phase 2,Not Defined,Little / Uncertain differentiation,,,,,Active immunization,,Biologics,IAV,Internal,,SP0335_IND002,TRUE,Flu H5 P1 Egg + Adjuvants - Pandemic (BARDA),Flu H5 P1 Egg + Adjuv - BARDA,Preclinical,10022000,Influenza,Ongoing,Vaccines,FLU,0.61
SAR650984,Development,PHARMA,Sarclisa,SAR650984 - CD38 mAb,Ongoing,LCM,Medium,BiC,,,isatuximab,Sarclisa,CD38 mAb,CD38,Biologics,ANT,Licensed,Binding,SAR650984_IND032,FALSE,1L NDMM - Te - Combo Carfilzomib-Lenalidomide (EMN),1L NDMM Te w/KRd-EMN,Phase 3,10028228,Multiple myeloma,Ongoing,Oncology,Multiple Myeloma,0.14
LC81237,Research,PHARMA,NKG2D x IL4 x IL13 mAb (LC81237),LC81237 - NKG2D x IL4 x IL13 mAb,Completed,M1-M2,High Priority,BiC,SAR447754,SAR447754,,,NKG2D x IL4 x IL13 mAb,NKG2DxIL4xIL13,Biologics,ANT,Internal,Blocking,LC81237_IND002,,Asthma,Asthma,,10003553,Asthma,Completed,,,
LC81420,Research,PHARMA,aC1s sm - AI-driven (LC81420),LC81420 - aC1s sm - AI-driven,Ongoing,M0-M1,Regular Priority,FiC,,,,,aC1s sm - AI-driven,aC1s AI-driven,Synthetic,SM,Internal,Inhibition,LC81420_IND004,,Huntington's Disease,Huntington,,10070668,Huntington's disease,Ongoing,,,
SP0202,Development,VACCINE,PCV21,Streptococcus pneumoniae conjugate vaccine,Ongoing,Phase 3,High,Little / Uncertain differentiation,,,,,Active immunization,,Biologics,GCV,Licensed,,SP0202_IND006,FALSE,STOPPED Japan Peds,PCV - Ped - JP,Initiation,10092606,Invasive pneumococcal disease,Stopped,Vaccines,PMED_Pneumo Meningitis,
XC01151,Research,PHARMA,IL1R3 mAb (XC01151),XC01151 - IL1R3 mAb,Completed,M1-M2,Regular Priority,FiC,SAR445399,SAR445399,,,IL1R3 mAb,IL1R3,Biologics,ANT,Licensed,Antagonism,XC01151_IND001,TRUE,Discovery,,,,,Completed,Immuno-inflammation,,
SAR236553,Development,PHARMA,Praluent,SAR236553 - Anti-PCSK-9 mAb,Completed,LCM,Standard,LCM project,,,alirocumab,Praluent,Anti-PCSK-9 mAb,PCSK9,Biologics,ANT,Licensed,Binding,SAR236553_IND011,FALSE,LDL-C reduction - HoFH - US,,LCM,10020603,Hypercholesterolaemia,Completed,DCVM,,1
LC81425,Research,PHARMA,TL1A x OX40L mAb (LC81425),LC81425 - TL1A x OX40L mAb,Ongoing,M0-M1,Regular Priority,FiC,,,,,TL1A x OX40L mAb,TL1AxOX40L,Biologics,ANT,Internal,Antagonism,LC81425_IND003,,Systemic sclerosis-associated interstitial lung disease,SSc-ILD,,10022611,Interstitial lung disease,Ongoing,,,
LC81354,Research,PHARMA,STAT6 sm (LC81354),LC81354 - STAT6 sm,Ongoing,M1-M2,High Priority,FiC,,,,,STAT6 sm,STAT6,Synthetic,SM,Internal,Inhibition,LC81354_IND002,,Asthma,Asthma,,10003553,Asthma,Ongoing,,,
SP0178,Development,VACCINE,Fluzone HD / Efluelda,Influenza inactivated vaccine High Dose,Ongoing,Post-Launch,Medium,FiC,,,,Fluzone / Efluelda,Active immunization,,Biologics,IAV,Internal,,SP0178_IND007,TRUE,Flu - 50 years + - TIV,Flu - 50y+ - TIV,Regulatory submission,10022000,Influenza,Ongoing,Vaccines,FLU,0.97
LC81689,Research,PHARMA,NaV1.7 AAV - mono or dual targeting (LC81689),LC81689 - NaV1.7 AAV - mono or dual targeting,Ongoing,M0-M1,Regular Priority,FiC,,,,,NaV1.7 AAV - mono or dual targeting,NaV1.7 AAV,Biologics,AAV GT,Internal,Knockdown,LC81689_IND001,TRUE,Moderate-Severe Knee Osteoarthritis,OA,,10031161,Osteoarthritis,Ongoing,Immuno-inflammation,Rheumatology,
SAR650984,Development,PHARMA,Sarclisa,SAR650984 - CD38 mAb,Ongoing,LCM,Medium,BiC,,,isatuximab,Sarclisa,CD38 mAb,CD38,Biologics,ANT,Licensed,Binding,SAR650984_IND002,FALSE,1-3L RRMM - Combo Carfilzomib,1-3L RRMM  w/Kd,LCM,10086466,Relapsed/refractory multiple myeloma,Ongoing,Oncology,Multiple Myeloma,1
LC81390,Research,PHARMA,PIM1 sm - AI-driven (LC81390),LC81390 - PIM1 sm - AI-driven,Ongoing,M0-M1,High Priority,FiC,,,,,PIM1 sm - AI-driven,PIM1 AI-driven,Synthetic,SM,Internal,Inhibition,LC81390_IND001,TRUE,Inflammatory Bowel Disease,IBD,,10021972,Inflammatory bowel disease,Ongoing,Immuno-inflammation,Gastroenterology,
SAR231893,Development,PHARMA,Dupixent,SAR231893 - IL4R mAb,Ongoing,LCM,High,FiC,,,dupilumab,Dupixent,IL4R mAb,IL4R,Biologics,ANT,Licensed,Inhibition,SAR231893_IND014,FALSE,Adjunct Therapy to Peanut Oral Immuno-Therapy - Ped,Peanut Allergy - Ped,Phase 2A,10016946,Food allergy,Stopped,Immuno-inflammation,,
LC81377,Research,PHARMA,BCL11A EE CasX mRNA in vivo edited HSC (LC81377),LC81377 - BCL11A EE CasX mRNA in vivo edited HSC,Ongoing,M1-M2,High Priority,FiC,,,,,BCL11A EE CasX mRNA in vivo edited HSC,BCL11A ee HSC,Biologics,NV GT,Internal,Up-regulation,LC81377_IND001,TRUE,Sickle Cell Disease,SCD,,10040644,Sickle cell disease,Ongoing,Rare Disease Research,Blood Cell & Bone Marrow Disorders,
LC81414,Research,PHARMA,IL10R Nanobody VHH (LC81414),LC81414 - IL10R Nanobody VHH,Ongoing,M0-M1,Regular Priority,FiC,,,,,IL10R Nanobody VHH,IL10R VHH,Biologics,NBDY,Licensed,Agonism,LC81414_IND005,,Celiac Disease,Celiac Disease,,10007864,Celiac disease,Ongoing,,,
GZ402673,Development,PHARMA,Lemtrada,GZ402673 - Anti-CD52 mAb,Completed,LCM,Standard,LCM project,,,alemtuzumab,Lemtrada,Anti-CD52 mAb,CD52,Biologics,ANT,Acquired,Binding,GZ402673_IND005,FALSE,Relapsing Forms of MS - Pediatric,,,10028245,Multiple sclerosis,Stopped,Neurology,,
LC81691,Research,PHARMA,IL12v fusion protein - ITA bispecific (LC81691),LC81691 - IL12v fusion protein - ITA bispecific,Ongoing,M0-M1,Regular Priority,FiC,,,,,IL12v fusion protein - ITA bispecific,IL12v xITA,Biologics,FUP,Internal,Immune stimulation,LC81691_IND007,,Hepato Cellular Carcinoma,HCC,,10019697,Hepatic neoplasm malignant,Ongoing,,,
SAR447189,Development,PHARMA,duvakitug,SAR447189 - TL1A mAb,Ongoing,Phase 3,Medium,BiC,,,duvakitug,,TL1A mAb,TL1A,Biologics,ANT,Licensed,Blocking,SAR447189_IND003,FALSE,Hidradenitis Suppurativa,HS,Initiation,10020041,Hidradenitis suppurativa,Ongoing,Immuno-inflammation,Dermatology,0.19
SAR236553,Development,PHARMA,Praluent,SAR236553 - Anti-PCSK-9 mAb,Completed,LCM,Standard,LCM project,,,alirocumab,Praluent,Anti-PCSK-9 mAb,PCSK9,Biologics,ANT,Licensed,Binding,SAR236553_IND002,FALSE,LDL-C reduction - Japan,,LCM,10020603,Hypercholesterolaemia,Completed,DCVM,,
SAR443765,Development,PHARMA,lunsekimig,SAR443765 - IL13 x TSLP Nanobody VHH,Ongoing,Phase 2,Medium,FiC,XC01141,XC01141,lunsekimig,,IL13 x TSLP Nanobody VHH,IL13xTSLP,Biologics,NBDY,Internal,Blocking,SAR443765_IND003,FALSE,Chronic Obstructive Pulmonary Disease,COPD,Phase 3,10009033,Chronic obstructive pulmonary disease,Ongoing,Immuno-inflammation,Respiratory,0.19
SP0232,Development,VACCINE,RSV mAb,Respiratory syncytial virus mAb,Completed,Post-Launch,,FiC,,,nirsevimab,Beyfortus,Active immunization,,Biologics,ANT,Licensed,,SP0232_IND003,FALSE,Nirsevimab China (RSV mAb),RSV - CN,Post-Launch,10021430,Immunisation,Completed,Vaccines,RSV,0.66
LC81376,Research,PHARMA,PD1 x OX40L Hybrid (LC81376),LC81376 - PD1 x OX40L Hybrid,Ongoing,M1-M2,High Priority,FiC,SAR449397,SAR449397,,,PD1 x OX40L Hybrid,PD1xOX40L,Biologics,HYB,Internal,Immune modulation,LC81376_IND004,,,SLE,,10042945,Systemic lupus erythematosus,Ongoing,,,
SP0171,Development,VACCINE,Flu EU QIV IM,Quadrivalent Influenza Vaccine Vaxigrip IM ,Completed,Post-Launch,,Little / Uncertain differentiation,,,,VaxigripTetra,Active immunization,,Biologics,IAV,Internal,,SP0171_IND001,TRUE,First Licensure - adults/3Y+,Adult/3Y+,,10021430,Immunisation,Completed,Vaccines,FLU,
LC81644,Research,PHARMA,OX40L x NKG2D Nanobody VHH (LC81644),LC81644 - OX40L x NKG2D Nanobody VHH,Ongoing,M1-M2,Regular Priority,FiC,,,,,OX40L x NKG2D Nanobody VHH,OX40LxNKG2D,Biologics,NBDY,Internal,Blocking,LC81644_IND001,TRUE,Alopecia Areata,Alopecia Areata,,10001761,Alopecia areata,Ongoing,Immuno-inflammation,Dermatology,
LC81417,Research,PHARMA,CD19 in vivo CAR-T (CD8 targeted) (LC81417),LC81417 - CD19 in vivo CAR-T (CD8 targeted),Completed,M1-M2,High Priority,FiC,SAR447998,SAR447998,,,CD19 in vivo CAR-T (CD8 targeted),CD19 CAR-T (CD8 targeted),Biologics,NV GT,Internal,Cytotoxicity,LC81417_IND006,,Multiple Sclerosis,MS,,10028245,Multiple sclerosis,Completed,,,
SAR153191,Development,PHARMA,Kevzara,SAR153191 - IL6R mAb,Ongoing,LCM,Standard,Little / Uncertain differentiation,,,sarilumab,Kevzara,IL6R mAb,IL6R,Biologics,ANT,Licensed,Inhibition,SAR153191_IND005,FALSE,Rheumatoid Arthritis US RA Autoinjector (AI),RA - AI - US,LCM,10039073,Rheumatoid arthritis,Completed,Immuno-inflammation,,1
SP0218,Development,VACCINE,vYF,Yellow fever virus live attenuated vaccine - Vero cell,Ongoing,Phase 3,Very High,Little / Uncertain differentiation,,,,,Active immunization,,Biologics,LAV,Internal,,SP0218_IND001,TRUE,Yellow fever,Yellow fever,Phase 3,10048242,Yellow fever virus infection,Ongoing,Vaccines,PMED_Travel Endemic,0.89
SAR231893,Development,PHARMA,Dupixent,SAR231893 - IL4R mAb,Ongoing,LCM,High,FiC,,,dupilumab,Dupixent,IL4R mAb,IL4R,Biologics,ANT,Licensed,Inhibition,SAR231893_IND030,FALSE,Hand & Foot Eczema,,,,,Stopped,Immuno-inflammation,,
SAR153191,Development,PHARMA,Kevzara,SAR153191 - IL6R mAb,Ongoing,LCM,Standard,Little / Uncertain differentiation,,,sarilumab,Kevzara,IL6R mAb,IL6R,Biologics,ANT,Licensed,Inhibition,SAR153191_IND014,FALSE,Psoriatic Arthritis,,,10037162,Psoriatic arthropathy,Stopped,Immuno-inflammation,,
LC81654,Research,PHARMA,CD98 x aC1s mAb (LC81654),LC81654 - CD98 x aC1s mAb,Ongoing,M1-M2,Regular Priority,FiC,,,,,CD98 x aC1s mAb,CD98x aC1s,Biologics,ANT,Internal,Inhibition,LC81654_IND002,,Amyotrophic Lateral Sclerosis,ALS,,10002026,Amyotrophic lateral sclerosis,Ongoing,,,
HOE901,Development,PHARMA,Lantus/Toujeo,HOE901 - Insulin glargine,Completed,LCM,Standard,LCM project,,,,Lantus/Toujeo,Insulin glargine,Insulin glargine,Biologics,INS,Internal,Mimetism,HOE901_IND014,FALSE,Lantus- T1DM - U100 - Pediatric (1-5yrs),,LCM,10067584,Type 1 diabetes mellitus,Completed,DCVM,,1
SP0047,Development,VACCINE,MenQuadfi,Neisseria meninigitidis (ACWY) conjugate tetanus toxoid vaccine,Ongoing,Post-Launch,High,Little / Uncertain differentiation,,,,MenQuadfi,Active immunization,,Biologics,GCV,Internal,,SP0047_IND004,FALSE,Japan - MenQuadfi,JP,Post-Launch,10004049,Bacterial meningitis,Completed,Vaccines,PMED_Pneumo Meningitis,
GZ402665,Development,PHARMA,Xenpozyme,GZ402665 - ASM recombinant protein,Completed,LCM,Standard,FiC,,,olipudase alfa,Xenpozyme,ASM recombinant protein,ASM,Biologics,REC,Acquired,Enzyme replacement therapy,GZ402665_IND001,TRUE,Acid Sphingomyelinase Deficiency - Adult & Ped - 0-17years,NPD A&B,LCM,10083873,Acid sphingomyelinase deficiency,Completed,Rare Diseases,Metabolic Disorders,1
GZ402673,Development,PHARMA,Lemtrada,GZ402673 - Anti-CD52 mAb,Completed,LCM,Standard,LCM project,,,alemtuzumab,Lemtrada,Anti-CD52 mAb,CD52,Biologics,ANT,Acquired,Binding,GZ402673_IND006,FALSE,Relapsing Forms of MS - Asia Pacific (indication transferred to Commercial),,,10028245,Multiple sclerosis,Stopped,Neurology,,
AVE0010,Development,PHARMA,Lyxumia/Adlyxin,AVE0010 - GLP1R peptide,Completed,LCM,Standard,LCM project,,,lixisenatide,Lyxumia/Adlyxin,GLP1R peptide,GLP1R,Synthetic,PEP,Licensed,Agonism,AVE0010_IND007,FALSE,Lyxumia - T2DM - Immediate Release - Main Meal - EU Type 2 Variation,,LCM,10067585,Type 2 diabetes mellitus,Completed,DCVM,,1
SAR449028,Development,PHARMA,WT KIT,SAR449028 - Wild Type KIT sm,Ongoing,Phase 2A,GATE,BiC,,,,,Wild Type KIT sm,WT KIT,Synthetic,SM,Acquired,Inhibition,SAR449028_IND002,,Chronic Inducible Urticaria,CIndU,Phase 2A,10052568,Urticaria chronic,Ongoing,,,
GZ402673,Development,PHARMA,Lemtrada,GZ402673 - Anti-CD52 mAb,Completed,LCM,Standard,LCM project,,,alemtuzumab,Lemtrada,Anti-CD52 mAb,CD52,Biologics,ANT,Acquired,Binding,GZ402673_IND002,FALSE,Hematopoetic Stem Cell Transplantation (HSCT) - Japan - Oncology,,LCM,10067859,Allogenic stem cell transplantation,Completed,Neurology,,1
GZ427397,Development,PHARMA,Hectorol,GZ427397 - HECTOROL (1 alphahydroxyvitamin D2 to lower iPTH),Completed,LCM,Standard,LCM project,,,doxercalciferol,Hectorol,HECTOROL (1 alphahydroxyvitamin D2 to lower iPTH),1a-hydroxy Vitamin D2,Synthetic,SM,Acquired,Mimetism,GZ427397_IND001,TRUE,Chronic Kidney Disease with Secondary Hyperparathyroidism - Ped - 5-18 years,,LCM,10038444,Renal failure chronic,Completed,Rare Diseases,,1
LC81690,Research,PHARMA,SIRPa x TIM3 Hybrid (LC81690),LC81690 - SIRPa x TIM3 Hybrid,Ongoing,M0-M1,Regular Priority,FiC,,,,,SIRPa x TIM3 Hybrid,SIRPa xTIM3,Biologics,HYB,Internal,Agonism,LC81690_IND001,TRUE,Inflammatory Bowel Disease,IBD,,10021972,Inflammatory bowel disease,Ongoing,Immuno-inflammation,Gastroenterology,
SAR231893,Development,PHARMA,Dupixent,SAR231893 - IL4R mAb,Ongoing,LCM,High,FiC,,,dupilumab,Dupixent,IL4R mAb,IL4R,Biologics,ANT,Licensed,Inhibition,SAR231893_IND022,FALSE,Chronic Rhinosinusitis without Nasal Polyps - Adult,CRSsNP,Phase 3,10084742,Chronic rhinosinusitis without nasal polyps,Stopped,Immuno-inflammation,Respiratory,
GZ402673,Development,PHARMA,Lemtrada,GZ402673 - Anti-CD52 mAb,Completed,LCM,Standard,LCM project,,,alemtuzumab,Lemtrada,Anti-CD52 mAb,CD52,Biologics,ANT,Acquired,Binding,GZ402673_IND003,FALSE,Primary Progressive MS,,,10028245,Multiple sclerosis,Stopped,Neurology,,
SAR442168,Development,PHARMA,Cenrifki,SAR442168 - BTK sm - Central,Ongoing,Regulatory submission,Medium,BiC,,,tolebrutinib,Cenrifki,BTK sm - Central,BTK central,Synthetic,SM,Acquired,Inhibition,SAR442168_IND006,FALSE,MOGAD,MOGAD,Phase 1,10075688,Autoimmune demyelinating disease,Stopped,Neurology,Neuro-inflammation,
SP0234,Development,VACCINE,Flu recombinant,Influenza recombinant vaccine,Completed,Post-Launch,,FiC,,,,Flublok,Active immunization,,Biologics,REC,Acquired,,SP0234_IND002,TRUE,Flu - Pediatric,Flu - Ped,Post-Licence,10022000,Influenza,Completed,Vaccines,FLU,
SAR442168,Development,PHARMA,Cenrifki,SAR442168 - BTK sm - Central,Ongoing,Regulatory submission,Medium,BiC,,,tolebrutinib,Cenrifki,BTK sm - Central,BTK central,Synthetic,SM,Acquired,Inhibition,SAR442168_IND002,FALSE,Primary Progressive Multiple Sclerosis,PPMS,Phase 3,10063401,Primary progressive multiple sclerosis,Stopped,Neurology,Neuro-inflammation,
XRP6976,Development,PHARMA,Taxotere,XRP6976 - Tubulin  inh.,Completed,LCM,Standard,LCM project,,,docetaxel,Taxotere,Tubulin  inh.,Tubulin,Synthetic,SM,Licensed,Inhibition,XRP6976_IND001,TRUE,Gastrointestinal Neoplasms - Korea,GI - KR,Phase 3,10017758,Gastric cancer,Completed,Oncology,,0.73
SAR448851,Development,PHARMA,TREM2,SAR448851 - TREM2 sm,Ongoing,Phase 1,GATE,FiC,,,,,TREM2 sm,TREM2,Synthetic,SM,Acquired,Agonism,SAR448851_IND001,TRUE,Alzheimer's disease - Mono,Alzheimer - Mono,Phase 1,10001896,Alzheimer's disease,Ongoing,Neurology,Neurodegenerative diseases,0.09
SAR448873,Development,PHARMA,TREM2 Next Gen,SAR448873 - TREM2 sm - Next Generation,Ongoing,Preclinical,GATE,BiC,,,,,TREM2 sm - Next Generation,TREM2 Next Gen,Synthetic,SM,Acquired,Agonism,SAR448873_IND001,TRUE,Alzheimer's disease,Alzheimer,Preclinical,10001896,Alzheimer's disease,Ongoing,Neurology,Neurodegenerative diseases,0.05
LC81699,Research,PHARMA,VEGF x Ang2 x IL6 fusion protein (LC81699),LC81699 - VEGF x Ang2 x IL6 fusion protein,Ongoing,M0-M1,Regular Priority,BiC,,,,,VEGF x Ang2 x IL6 fusion protein,VEGFxAng2xIL6 Fusion,Biologics,FUP,Internal,Inhibition,LC81699_IND002,,Age-related macular degeneration - Neovascular,AMD - Neovascular,,10075568,Wet age-related macular degeneration,Ongoing,,,
SAR445229,Development,PHARMA,amlitelimab,SAR445229 - OX40L mAb,Ongoing,Phase 3,High,BiC,,,amlitelimab,,OX40L mAb,OX40L,Biologics,ANT,Acquired,Blocking,SAR445229_IND005,FALSE,Alopecia Areata,Alopecia Areata,Phase 2,10001761,Alopecia areata,Stopped,Immuno-inflammation,Dermatology,
SAR153191,Development,PHARMA,Kevzara,SAR153191 - IL6R mAb,Ongoing,LCM,Standard,Little / Uncertain differentiation,,,sarilumab,Kevzara,IL6R mAb,IL6R,Biologics,ANT,Licensed,Inhibition,SAR153191_IND002,TRUE,Systemic Juvenile Idiopathic Arthritis - Ped,sJIA - Ped,Phase 2B,10059177,Juvenile arthritis,Ongoing,Immuno-inflammation,Rheumatology,0.54
LC81408,Research,PHARMA,GPR183 sm (LC81408),LC81408 - GPR183 sm,Ongoing,M1-M2,Regular Priority,BiC,,,,,GPR183 sm,GPR183,Synthetic,SM,Licensed,Inhibition,LC81408_IND004,,Psoriasis,Psoriasis,,10037153,Psoriasis,Ongoing,,,
LC81686,Research,PHARMA,ST2 x TL1A Nanobody VHH (LC81686),LC81686 - ST2 x TL1A Nanobody VHH,Ongoing,M0-M1,Regular Priority,FiC,,,,,ST2 x TL1A Nanobody VHH,ST2xTL1A,Biologics,NBDY,Internal,Antagonism,LC81686_IND001,TRUE,Asthma,Asthma,,10003553,Asthma,Ongoing,Immuno-inflammation,Respiratory,
LC81299,Research,PHARMA,CD22 in vivo CAR-T (LC81299),LC81299 - CD22 in vivo CAR-T,Completed,M1-M2,High Priority,FiC,SAR446878,SAR446878,,,CD22 in vivo CAR-T,CD22 CAR-T,Biologics,NV GT,Acquired,Cytotoxicity,LC81299_IND001,TRUE,Diffuse large B-cell lymphoma,DLBCL,,10029547,Non-Hodgkin's lymphoma,Completed,Oncology,,
LC81417,Research,PHARMA,CD19 in vivo CAR-T (CD8 targeted) (LC81417),LC81417 - CD19 in vivo CAR-T (CD8 targeted),Completed,M1-M2,High Priority,FiC,SAR447998,SAR447998,,,CD19 in vivo CAR-T (CD8 targeted),CD19 CAR-T (CD8 targeted),Biologics,NV GT,Internal,Cytotoxicity,LC81417_IND005,,Pemphigus Vulgaris,PV,,10034280,Pemphigus,Completed,,,
SAR650984,Development,PHARMA,Sarclisa,SAR650984 - CD38 mAb,Ongoing,LCM,Medium,BiC,,,isatuximab,Sarclisa,CD38 mAb,CD38,Biologics,ANT,Licensed,Binding,SAR650984_IND014,FALSE,Kidney Transplant - Desensitization Patients,Kidney Transpl Desensit,Phase 2,10057677,Transplant,Stopped,Transplant,,
LC81665,Research,PHARMA,a4b7 x PD1 Hybrid (LC81665),LC81665 - a4b7 x PD1 Hybrid,Ongoing,M0-M1,Regular Priority,FiC,,,,,a4b7 x PD1 Hybrid,a4b7xPD1,Biologics,HYB,Internal,Modulation,LC81665_IND002,,Metabolic dysfunction-associated steatohepatitis,MASH,,10090856,Metabolic dysfunction-associated steatohepatitis,Ongoing,,,
LC81651,Research,PHARMA,STAT6 sm - non-SH2 (LC81651),LC81651 - STAT6 sm - non-SH2,Ongoing,M1-M2,High Priority,BiC,,,,,STAT6 sm - non-SH2,STAT6 - non-SH2,Synthetic,SM,Licensed,Inhibition,LC81651_IND003,,Chronic Obstructive Pulmonary Disease,COPD,,10009033,Chronic obstructive pulmonary disease,Ongoing,,,
LC81682,Research,PHARMA,IL7R x TL1A mAb (LC81682),LC81682 - IL7R x TL1A mAb,Ongoing,M0-M1,Regular Priority,FiC,,,,,IL7R x TL1A mAb,IL7RxTL1A,Biologics,ANT,Internal,Antagonism,LC81682_IND001,TRUE,Inflammatory Bowel Disease,IBD,,10021972,Inflammatory bowel disease,Ongoing,Immuno-inflammation,Gastroenterology,
SAR153191,Development,PHARMA,Kevzara,SAR153191 - IL6R mAb,Ongoing,LCM,Standard,Little / Uncertain differentiation,,,sarilumab,Kevzara,IL6R mAb,IL6R,Biologics,ANT,Licensed,Inhibition,SAR153191_IND012,FALSE,Ankylosing Spondylitis,,,10002556,Ankylosing spondylitis,Stopped,Immuno-inflammation,,
LC81671,Research,PHARMA,CD80 x CD28 Hybrid (LC81671),LC81671 - CD80 x CD28 Hybrid,Ongoing,M0-M1,Regular Priority,FiC,,,,,CD80 x CD28 Hybrid,CD80xCD28,Biologics,HYB,Internal,Antagonism,LC81671_IND001,TRUE,Transplantation,Transplant,,10057677,Transplant,Ongoing,Transplant,Transplant (Solid Organs),
SP0269,Development,VACCINE,Chlamydia mRNA,Chlamydia trachomatis mRNA vaccine,Ongoing,Phase 1,Very High,FiC,,,,,Active Immunization,,Biologics,MRNAV,Internal,,SP0269_IND001,TRUE,Chlamydia trachomatis urogenital disease,CT urogenital disease,Phase 1,10018185,Genitourinary chlamydia infection,Ongoing,Vaccines,Innovation & Vaccine Value,0.28
SAR449028,Development,PHARMA,WT KIT,SAR449028 - Wild Type KIT sm,Ongoing,Phase 2A,GATE,BiC,,,,,Wild Type KIT sm,WT KIT,Synthetic,SM,Acquired,Inhibition,SAR449028_IND003,FALSE,Allergic Rhino Conjunctivitis,ARC,Phase 2A,10001728,Allergic rhinoconjunctivitis,Stopped,Immuno-inflammation,Respiratory,0.09
GZ419828,Development,PHARMA,Fabrazyme,GZ419828 - Algasidase beta recombinant protein,Completed,LCM,Standard,LCM project,,,,Fabrazyme,Algasidase beta recombinant protein,Algasidase beta,Biologics,REC,Acquired,Enzyme replacement therapy,GZ419828_IND002,FALSE,Fabry Disease US Full Approval,,LCM,10016016,Fabry's disease,Completed,Rare Diseases,,1
SAR448972,Development,PHARMA,Ayvakit,SAR448972 - KIT D816V sm,Ongoing,LCM,Standard,FiC,,,avapritinib,Ayvakit,KIT D816V sm,KIT D816V sm,Synthetic,SM,Acquired,Inhibition,SAR448972_IND004,TRUE,Gastrointestinal stromal tumour,GIST,LCM,10017758,Gastric cancer,Ongoing,Oncology,Other Solid Tumors,1
LC80484,Research,PHARMA,NLRP3 sm (LC80484),LC80484 - NLRP3 sm,Completed,M1-M2,High Priority,BiC,SAR447387,SAR447387,,,NLRP3 sm,NLRP3,Synthetic,SM,Internal,Inhibition,LC80484_IND001,TRUE,Alzheimer's Disease,Alzheimer,,10061536,Parkinson's disease,Completed,Neurology,,
LC81684,Research,PHARMA,TSLP x IL5 Hybrid (LC81684),LC81684 - TSLP x IL5 Hybrid,Ongoing,M0-M1,Regular Priority,FiC,,,,,TSLP x IL5 Hybrid,TSLPxIL5,Biologics,HYB,Internal,Antagonism,LC81684_IND002,,Inflammatory Bowel Disease,IBD,,10021972,Inflammatory bowel disease,Ongoing,,,
LC81670,Research,PHARMA,OX40 x PD1 Hybrid (LC81670),LC81670 - OX40 x PD1 Hybrid,Ongoing,M0-M1,Regular Priority,FiC,,,,,OX40 x PD1 Hybrid,OX40xPD1,Biologics,HYB,Internal,Modulation,LC81670_IND003,,Transplantation,Transplant,,10057677,Transplant,Ongoing,,,
LC81412,Research,PHARMA,SLC15A4 sm (LC81412),LC81412 - SLC15A4 sm,Ongoing,M1-M2,High Priority,FiC,,,,,SLC15A4 sm,SLC15A4,Synthetic,SM,Licensed,Inhibition,LC81412_IND002,,Systemic Lupus Erythematosus,SLE,,10042945,Systemic lupus erythematosus,Ongoing,,,
SP0047,Development,VACCINE,MenQuadfi,Neisseria meninigitidis (ACWY) conjugate tetanus toxoid vaccine,Ongoing,Post-Launch,High,Little / Uncertain differentiation,,,,MenQuadfi,Active immunization,,Biologics,GCV,Internal,,SP0047_IND005,FALSE,CHINA_Meningococcal (ACWY) disease - Adolescent & Pediatric China,Meningococcal (ACWY) disease - Ado & Ped CN,Phase 3,10004049,Bacterial meningitis,Ongoing,Vaccines,PMED_Pneumo Meningitis,0.56
SAR439684,Development,PHARMA,Libtayo,SAR439684 - PD1 mAb,Completed,LCM,Standard,Little / Uncertain differentiation,,,cemiplimab,Libtayo,PD1 mAb,PD1,Biologics,ANT,Licensed,Inhibition,SAR439684_IND011,FALSE,IL Cervical Cancer,,,10008229,Cervical cancer,Stopped,Oncology,,
